X,Y,Z,ERROR
15,-10,0,18.027756377319946
22,34,0,40.496913462633174
43,-49,0,65.19202405202648
21,-48,0,52.392747589718944
21,7,0,22.135943621178654
20,25,0,32.01562118716424
32,11,0,33.83784863137726
32,-39,0,50.44799302251776
41,-40,0,57.28001396647874
5,-22,0,22.561028345356956
5,-26,0,26.476404589747453
13,-9,0,15.811388300841896
14,-7,0,15.652475842498529
12,-47,0,48.507731342539614
14,-7,0,15.652475842498529
47,17,0,49.9799959983992
40,-11,0,41.48493702538308
8,-9,0,12.041594578792296
6,18,0,18.973665961010276
25,38,0,45.48626166217664
43,22,0,48.30113870293329
43,-45,0,62.24146527838174
47,6,0,47.38143096192854
14,22,0,26.076809620810597
10,-3,0,10.44030650891055
3,-4,0,5.0
47,27,0,54.20332093147061
18,-14,0,22.80350850198276
25,-37,0,44.654227123532216
43,-4,0,43.18564576337837
33,33,0,46.66904755831214
9,-13,0,15.811388300841896
5,2,0,5.385164807134504
13,-45,0,46.84015371452148
34,2,0,34.058772731852805
15,19,0,24.20743687382041
15,-20,0,25.0
20,14,0,24.413111231467404
18,21,0,27.65863337187866
45,3,0,45.09988913511872
15,-3,0,15.297058540778355
18,10,0,20.591260281974
31,3,0,31.144823004794873
14,13,0,19.1049731745428
16,0,0,16.0
37,36,0,51.62363799656123
20,38,0,42.941821107167776
13,18,0,22.20360331117452
43,-6,0,43.41658669218482
2,22,0,22.090722034374522
10,-38,0,39.293765408777
0,-30,0,30.0
10,-7,0,12.206555615733702
4,-26,0,26.30589287593181
31,-31,0,43.840620433565945
21,27,0,34.20526275297414
40,-8,0,40.792156108742276
35,20,0,40.311288741492746
26,39,0,46.87216658103186
7,-47,0,47.51841748206689
28,-17,0,32.7566787083184
48,20,0,52.0
15,30,0,33.54101966249684
47,-18,0,50.32891812864648
44,-3,0,44.10215414239989
43,-48,0,64.4437739428721
43,47,0,63.702433234531945
42,-28,0,50.47771785649585
39,-20,0,43.829214001622255
37,13,0,39.21734310225516
6,-8,0,10.0
38,27,0,46.61544808322666
35,24,0,42.43819034784589
6,-33,0,33.54101966249684
5,34,0,34.36568055487916
48,47,0,67.17886572427373
37,-46,0,59.033888572581766
23,18,0,29.206163733020468
13,-25,0,28.178005607210743
32,-25,0,40.607881008493905
47,42,0,63.0317380372777
15,-4,0,15.524174696260024
6,16,0,17.08800749063506
17,10,0,19.72308292331602
42,-1,0,42.01190307520001
43,-38,0,57.38466694161429
27,-20,0,33.60059523282288
10,13,0,16.401219466856727
41,45,0,60.876925020897694
44,32,0,54.405882034941776
21,-17,0,27.018512172212592
9,-33,0,34.20526275297414
38,-27,0,46.61544808322666
16,43,0,45.880278987817846
14,-48,0,50.0
39,30,0,49.20365840057018
3,45,0,45.09988913511872
49,-4,0,49.16299421312742
2,-29,0,29.068883707497267
17,23,0,28.600699292150182
45,-27,0,52.478567053607705
35,-4,0,35.22782990761707
35,46,0,57.8013840664737
19,44,0,47.92702786528704
37,-18,0,41.14608122288197
25,-37,0,44.654227123532216
19,1,0,19.026297590440446
26,-1,0,26.019223662515376
37,41,0,55.226805085936306
40,-45,0,60.207972893961475
12,-32,0,34.17601498127012
35,18,0,39.35733730830886
24,-38,0,44.94441010848846
14,26,0,29.5296461204668
23,1,0,23.021728866442675
21,45,0,49.658836071740545
5,16,0,16.76305461424021
13,18,0,22.20360331117452
47,-12,0,48.507731342539614
45,19,0,48.84669896727925
25,-2,0,25.079872407968907
22,36,0,42.190046219457976
0,-29,0,29.0
26,31,0,40.45985664828782
29,-16,0,33.12099032335839
2,-44,0,44.04543109109048
12,-20,0,23.323807579381203
5,-43,0,43.289721643826724
14,-9,0,16.64331697709324
34,22,0,40.496913462633174
0,34,0,34.0
18,1,0,18.027756377319946
25,18,0,30.805843601498726
6,-50,0,50.35871324805669
35,-31,0,46.75467891024384
19,-50,0,53.48831648126533
2,-29,0,29.068883707497267
7,-1,0,7.0710678118654755
40,39,0,55.86591089385369
20,-8,0,21.540659228538015
25,-15,0,29.154759474226502
30,-33,0,44.598206241955516
29,6,0,29.614185789921695
2,39,0,39.05124837953327
4,28,0,28.284271247461902
20,28,0,34.40930106817051
19,5,0,19.6468827043885
33,-11,0,34.785054261852174
2,-49,0,49.040799340956916
42,10,0,43.174066289845804
37,9,0,38.07886552931954
25,-44,0,50.60632371551998
1,39,0,39.01281840626232
39,-10,0,40.26164427839479
33,13,0,35.4682957019364
13,30,0,32.69556544854363
16,0,0,16.0
25,-14,0,28.653097563788805
46,-13,0,47.80167361086848
14,29,0,32.202484376209235
46,20,0,50.15974481593781
34,16,0,37.57658845611187
16,4,0,16.492422502470642
25,18,0,30.805843601498726
1,28,0,28.0178514522438
43,41,0,59.413803110051795
49,-12,0,50.44799302251776
16,30,0,34.0
1,-49,0,49.01020301937138
22,40,0,45.65084884205331
36,18,0,40.24922359499622
18,-30,0,34.9857113690718
15,-8,0,17.0
10,47,0,48.05205510693585
10,-36,0,37.36308338453881
12,-37,0,38.897300677553446
35,42,0,54.67174773134658
15,-41,0,43.657759905886145
34,-8,0,34.92849839314596
9,-40,0,41.0
1,-36,0,36.013886210738214
17,38,0,41.6293165929973
26,-49,0,55.47071299343465
45,35,0,57.0087712549569
8,35,0,35.90264614203248
18,32,0,36.71511950137164
31,16,0,34.88552708502482
20,44,0,48.33218389437829
36,17,0,39.81205847478876
39,34,0,51.73973328110612
2,-29,0,29.068883707497267
45,43,0,62.24146527838174
38,35,0,51.66236541235796
21,-47,0,51.478150704935004
1,-28,0,28.0178514522438
36,0,0,36.0
18,-13,0,22.20360331117452
4,45,0,45.17742799230607
39,8,0,39.81205847478876
48,-25,0,54.120236510939236
0,23,0,23.0
45,-25,0,51.478150704935004
20,9,0,21.93171219946131
23,16,0,28.0178514522438
2,-13,0,13.152946437965905
1,-42,0,42.01190307520001
0,-43,0,43.0
13,-42,0,43.965895873961216
12,47,0,48.507731342539614
44,48,0,65.11528238439882
25,-17,0,30.23243291566195
18,40,0,43.86342439892262
0,47,0,47.0
24,48,0,53.665631459994955
2,-44,0,44.04543109109048
21,-48,0,52.392747589718944
21,-27,0,34.20526275297414
3,-35,0,35.12833614050059
36,-7,0,36.6742416417845
26,-15,0,30.01666203960727
35,-22,0,41.340053217188775
32,19,0,37.21558813185679
29,27,0,39.6232255123179
48,-1,0,48.010415536631214
36,-48,0,60.0
7,-8,0,10.63014581273465
28,43,0,51.31276644267
0,21,0,21.0
4,-11,0,11.704699910719626
4,-22,0,22.360679774997898
28,-1,0,28.0178514522438
7,-43,0,43.56604182158393
26,-19,0,32.202484376209235
13,32,0,34.539832078341085
21,-10,0,23.259406699226016
41,6,0,41.43669871020132
40,-3,0,40.11234224026316
1,48,0,48.010415536631214
22,-12,0,25.059928172283335
38,-40,0,55.17245689653489
1,9,0,9.055385138137417
40,26,0,47.70744176750625
11,17,0,20.248456731316587
17,-18,0,24.758836806279895
37,-29,0,47.01063709417264
26,-31,0,40.45985664828782
13,13,0,18.384776310850235
1,-34,0,34.0147027033899
16,4,0,16.492422502470642
28,-37,0,46.400431032480725
1,-34,0,34.0147027033899
8,-31,0,32.01562118716424
17,48,0,50.92150822589606
10,34,0,35.4400902933387
39,-14,0,41.43669871020132
7,-44,0,44.553338819890925
42,41,0,58.69412236331676
5,19,0,19.6468827043885
18,47,0,50.32891812864648
38,46,0,59.665735560705194
44,42,0,60.8276253029822
2,13,0,13.152946437965905
10,-50,0,50.99019513592785
2,-6,0,6.324555320336759
31,24,0,39.20459156782532
10,32,0,33.52610922848042
31,22,0,38.01315561749642
18,-21,0,27.65863337187866
38,35,0,51.66236541235796
6,-31,0,31.575306807693888
4,-41,0,41.19465984809196
30,25,0,39.05124837953327
33,-45,0,55.80322571321482
13,43,0,44.9221548904324
32,29,0,43.18564576337837
28,7,0,28.861739379323623
3,-44,0,44.10215414239989
37,37,0,52.32590180780452
2,-29,0,29.068883707497267
27,-37,0,45.803929962395145
15,-23,0,27.459060435491963
16,12,0,20.0
41,-24,0,47.50789408087881
27,20,0,33.60059523282288
28,31,0,41.773197148410844
43,42,0,60.108235708594876
24,-39,0,45.79301256742124
37,10,0,38.3275357934736
33,40,0,51.85556864985669
26,6,0,26.68332812825267
35,11,0,36.68787265568828
17,-32,0,36.235341863986875
1,43,0,43.01162633521314
13,30,0,32.69556544854363
41,-34,0,53.2634959423431
28,29,0,40.311288741492746
23,42,0,47.885279575251516
4,-9,0,9.848857801796104
9,-22,0,23.769728648009426
32,-5,0,32.38826948140329
10,-19,0,21.470910553583888
40,14,0,42.37924020083418
3,18,0,18.24828759089466
39,38,0,54.45181356024793
30,-17,0,34.48187929913333
4,-45,0,45.17742799230607
41,30,0,50.80354318352215
28,21,0,35.0
4,-4,0,5.656854249492381
3,-15,0,15.297058540778355
2,27,0,27.073972741361768
18,8,0,19.697715603592208
1,32,0,32.01562118716424
46,29,0,54.378304497290095
23,10,0,25.079872407968907
4,-10,0,10.770329614269007
12,35,0,37.0
23,34,0,41.048751503547585
16,19,0,24.839484696748443
32,42,0,52.80151512977634
16,-17,0,23.345235059857504
29,8,0,30.083217912982647
47,-39,0,61.07372593840988
46,-46,0,65.05382386916237
13,35,0,37.33630940518894
49,-50,0,70.00714249274856
23,-48,0,53.225933528685054
19,16,0,24.839484696748443
46,42,0,62.289646009589745
48,-45,0,65.79513659838392
14,32,0,34.92849839314596
41,-28,0,49.64876634922564
47,-46,0,65.76473218982953
36,26,0,44.40720662234904
18,12,0,21.633307652783937
14,15,0,20.518284528683193
2,-31,0,31.064449134018133
30,-24,0,38.41874542459709
15,-39,0,41.78516483155236
4,18,0,18.439088914585774
19,-23,0,29.832867780352597
17,-49,0,51.86520991955976
10,-40,0,41.23105625617661
6,39,0,39.45883931389772
16,18,0,24.08318915758459
49,46,0,67.20863039818622
45,-7,0,45.5411901469428
43,-7,0,43.56604182158393
13,19,0,23.021728866442675
35,-49,0,60.21627686929839
2,-34,0,34.058772731852805
3,-12,0,12.36931687685298
12,-20,0,23.323807579381203
6,-1,0,6.082762530298219
23,9,0,24.698178070456937
16,-34,0,37.57658845611187
19,-19,0,26.870057685088806
19,-33,0,38.07886552931954
7,42,0,42.579337712087536
37,-2,0,37.05401462729781
32,-28,0,42.5205832509386
21,-50,0,54.230987451824994
15,38,0,40.85339643163099
15,-23,0,27.459060435491963
41,15,0,43.657759905886145
7,41,0,41.593268686170845
0,36,0,36.0
26,33,0,42.01190307520001
31,43,0,53.009433122794285
4,-19,0,19.4164878389476
24,-26,0,35.38361202590826
41,-44,0,60.14149981501958
13,-10,0,16.401219466856727
37,10,0,38.3275357934736
21,-7,0,22.135943621178654
32,-30,0,43.86342439892262
38,-23,0,44.41846462902562
48,30,0,56.60388679233962
32,28,0,42.5205832509386
37,-8,0,37.8549864614954
3,-32,0,32.14031735997639
15,-16,0,21.93171219946131
28,-23,0,36.235341863986875
14,43,0,45.221676218380054
32,16,0,35.77708763999664
29,-14,0,32.202484376209235
45,-21,0,49.658836071740545
40,-41,0,57.28001396647874
29,43,0,51.86520991955976
22,-49,0,53.71219600798314
10,-3,0,10.44030650891055
6,36,0,36.49657518178932
20,39,0,43.829214001622255
1,9,0,9.055385138137417
27,-7,0,27.892651361962706
43,23,0,48.76474136094644
13,-4,0,13.601470508735444
11,-29,0,31.016124838541646
30,-24,0,38.41874542459709
0,10,0,10.0
47,43,0,63.702433234531945
11,24,0,26.40075756488817
17,-32,0,36.235341863986875
34,-21,0,39.96248240537617
14,-25,0,28.653097563788805
11,43,0,44.384682042344295
37,-35,0,50.93132631298737
49,24,0,54.56189146281496
6,41,0,41.43669871020132
23,-1,0,23.021728866442675
34,7,0,34.713109915419565
15,-32,0,35.34119409414458
8,-12,0,14.422205101855956
17,25,0,30.23243291566195
2,8,0,8.246211251235321
0,-39,0,39.0
24,16,0,28.844410203711913
13,39,0,41.10960958218893
33,5,0,33.37663853655727
8,2,0,8.246211251235321
12,-22,0,25.059928172283335
9,-23,0,24.698178070456937
10,44,0,45.12205669071391
25,14,0,28.653097563788805
18,-14,0,22.80350850198276
7,-7,0,9.899494936611665
11,-37,0,38.600518131237564
34,-20,0,39.44616584663204
11,-22,0,24.596747752497688
32,15,0,35.34119409414458
48,-3,0,48.093658625644196
13,47,0,48.76474136094644
47,-16,0,49.64876634922564
45,8,0,45.70557952810576
33,36,0,48.83646178829912
16,43,0,45.880278987817846
19,44,0,47.92702786528704
33,-16,0,36.6742416417845
13,-2,0,13.152946437965905
12,19,0,22.47220505424423
33,20,0,38.58756276314948
30,-46,0,54.91812087098393
25,47,0,53.23532661682466
31,30,0,43.139309220245984
34,-44,0,55.60575509783138
6,6,0,8.48528137423857
44,-1,0,44.01136216933077
15,45,0,47.43416490252569
21,-41,0,46.06517122512408
26,9,0,27.51363298439521
9,-39,0,40.024992192379
4,20,0,20.396078054371138
47,-29,0,55.226805085936306
0,-48,0,48.0
24,-47,0,52.773099207835045
45,3,0,45.09988913511872
43,24,0,49.24428900898052
48,8,0,48.662100242385755
49,36,0,60.802960454241045
20,-48,0,52.0
29,20,0,35.22782990761707
11,38,0,39.56008088970496
31,30,0,43.139309220245984
31,34,0,46.010868281309364
10,23,0,25.079872407968907
22,34,0,40.496913462633174
24,-47,0,52.773099207835045
7,29,0,29.832867780352597
2,-21,0,21.095023109728988
25,-1,0,25.019992006393608
46,26,0,52.839379254491625
35,-41,0,53.907327887774215
3,22,0,22.20360331117452
17,-38,0,41.6293165929973
4,3,0,5.0
19,10,0,21.470910553583888
5,-3,0,5.830951894845301
36,-50,0,61.61168720299745
33,-27,0,42.638011210655684
17,4,0,17.46424919657298
23,-5,0,23.53720459187964
39,-9,0,40.024992192379
47,6,0,47.38143096192854
18,41,0,44.77722635447622
37,0,0,37.0
39,-47,0,61.07372593840988
49,-26,0,55.47071299343465
2,-18,0,18.110770276274835
46,-32,0,56.0357029044876
36,-30,0,46.861498055439924
13,-14,0,19.1049731745428
28,18,0,33.28663395418648
14,0,0,14.0
13,10,0,16.401219466856727
25,-33,0,41.400483088968905
20,44,0,48.33218389437829
28,10,0,29.732137494637012
33,0,0,33.0
43,-12,0,44.64302857109943
3,-48,0,48.093658625644196
25,-47,0,53.23532661682466
15,-10,0,18.027756377319946
2,40,0,40.049968789001575
9,-2,0,9.219544457292887
35,-22,0,41.340053217188775
1,14,0,14.035668847618199
43,7,0,43.56604182158393
9,33,0,34.20526275297414
41,23,0,47.01063709417264
24,-12,0,26.832815729997478
1,-9,0,9.055385138137417
10,-11,0,14.866068747318506
33,5,0,33.37663853655727
32,-20,0,37.73592452822641
45,-24,0,51.0
27,28,0,38.897300677553446
47,29,0,55.226805085936306
45,26,0,51.97114584074513
12,-12,0,16.97056274847714
16,41,0,44.01136216933077
11,32,0,33.83784863137726
20,-28,0,34.40930106817051
8,42,0,42.7551166528639
42,-23,0,47.885279575251516
29,-45,0,53.53503525729669
14,-18,0,22.80350850198276
44,-31,0,53.823786563191554
9,26,0,27.51363298439521
4,-2,0,4.47213595499958
2,-36,0,36.05551275463989
13,-26,0,29.068883707497267
18,6,0,18.973665961010276
8,-30,0,31.04834939252005
0,27,0,27.0
1,7,0,7.0710678118654755
6,35,0,35.510561809129406
18,47,0,50.32891812864648
0,-49,0,49.0
7,7,0,9.899494936611665
7,-16,0,17.46424919657298
16,0,0,16.0
41,-3,0,41.10960958218893
35,-42,0,54.67174773134658
38,-18,0,42.04759208325728
21,16,0,26.40075756488817
49,-14,0,50.96076922496363
7,31,0,31.78049716414141
47,-16,0,49.64876634922564
28,-31,0,41.773197148410844
4,48,0,48.16637831516918
33,-43,0,54.20332093147061
46,49,0,67.20863039818622
20,40,0,44.721359549995796
5,27,0,27.459060435491963
37,28,0,46.400431032480725
3,-6,0,6.708203932499369
9,32,0,33.24154027718932
4,18,0,18.439088914585774
43,15,0,45.5411901469428
44,12,0,45.60701700396552
26,-30,0,39.698866482558415
30,-40,0,50.0
0,-32,0,32.0
23,-44,0,49.64876634922564
2,-34,0,34.058772731852805
33,18,0,37.589892258425
2,5,0,5.385164807134504
9,28,0,29.410882339705484
3,-10,0,10.44030650891055
32,-37,0,48.91829923454004
26,-41,0,48.54894437575342
1,45,0,45.0111097397076
41,19,0,45.18849411078001
47,-29,0,55.226805085936306
16,-3,0,16.278820596099706
47,-31,0,56.302753041036986
46,27,0,53.33854141237835
0,-13,0,13.0
49,46,0,67.20863039818622
35,-23,0,41.88078318274385
21,38,0,43.41658669218482
24,49,0,54.56189146281496
28,28,0,39.59797974644666
37,-12,0,38.897300677553446
6,31,0,31.575306807693888
48,21,0,52.392747589718944
38,28,0,47.20169488482379
32,-5,0,32.38826948140329
46,24,0,51.884487084291386
37,19,0,41.593268686170845
41,31,0,51.40038910358559
36,41,0,54.56189146281496
3,20,0,20.223748416156685
40,18,0,43.86342439892262
9,-39,0,40.024992192379
39,-15,0,41.78516483155236
29,-17,0,33.61547262794322
43,1,0,43.01162633521314
47,-36,0,59.20304046246274
37,-28,0,46.400431032480725
20,-8,0,21.540659228538015
40,42,0,58.0
12,16,0,20.0
19,-18,0,26.1725046566048
43,-28,0,51.31276644267
21,-41,0,46.06517122512408
30,-11,0,31.953090617340916
34,-34,0,48.08326112068523
23,-32,0,39.408120990476064
35,-17,0,38.91015291668744
47,-38,0,60.440052945046304
13,28,0,30.870698080866262
22,-16,0,27.202941017470888
31,27,0,41.10960958218893
5,19,0,19.6468827043885
44,-29,0,52.69724850502159
3,10,0,10.44030650891055
42,41,0,58.69412236331676
22,11,0,24.596747752497688
31,-1,0,31.016124838541646
46,7,0,46.52956049652737
33,26,0,42.01190307520001
39,24,0,45.79301256742124
31,42,0,52.20153254455275
43,3,0,43.104524124504614
4,-28,0,28.284271247461902
6,26,0,26.68332812825267
29,-32,0,43.18564576337837
21,47,0,51.478150704935004
49,12,0,50.44799302251776
9,34,0,35.17101079013795
47,-33,0,57.42821606144492
39,5,0,39.319206502675
22,31,0,38.01315561749642
11,-22,0,24.596747752497688
10,-34,0,35.4400902933387
2,-31,0,31.064449134018133
27,43,0,50.774009099144415
17,-8,0,18.788294228055936
36,25,0,43.829214001622255
24,-18,0,30.0
49,7,0,49.49747468305833
8,5,0,9.433981132056603
34,-9,0,35.17101079013795
44,-43,0,61.5223536610881
27,0,0,27.0
5,10,0,11.180339887498949
3,-49,0,49.09175083453431
32,-43,0,53.600373133029585
48,-18,0,51.264022471905186
22,-20,0,29.732137494637012
49,43,0,65.19202405202648
32,-39,0,50.44799302251776
49,26,0,55.47071299343465
5,-17,0,17.72004514666935
46,43,0,62.96824596572466
36,24,0,43.266615305567875
36,18,0,40.24922359499622
1,-25,0,25.019992006393608
31,-44,0,53.823786563191554
44,-1,0,44.01136216933077
4,21,0,21.37755832643195
8,-41,0,41.773197148410844
3,41,0,41.10960958218893
28,-30,0,41.036569057366385
8,-34,0,34.92849839314596
43,-38,0,57.38466694161429
35,-32,0,47.4236228055175
22,-7,0,23.08679276123039
45,0,0,45.0
28,-38,0,47.20169488482379
8,16,0,17.88854381999832
10,-22,0,24.166091947189145
49,-31,0,57.982756057296896
31,-29,0,42.44997055358225
17,35,0,38.91015291668744
3,-35,0,35.12833614050059
0,-26,0,26.0
20,-16,0,25.612496949731394
23,-25,0,33.97057550292606
36,13,0,38.27531841800928
2,-43,0,43.04648650006177
36,2,0,36.05551275463989
9,2,0,9.219544457292887
8,0,0,8.0
8,22,0,23.40939982143925
3,-20,0,20.223748416156685
44,48,0,65.11528238439882
12,-23,0,25.942243542145693
45,38,0,58.89821729050889
10,27,0,28.792360097775937
36,-45,0,57.62811813689564
14,40,0,42.37924020083418
23,11,0,25.495097567963924
1,20,0,20.024984394500787
8,1,0,8.06225774829855
17,-5,0,17.72004514666935
2,14,0,14.142135623730951
40,42,0,58.0
24,41,0,47.50789408087881
29,31,0,42.44997055358225
3,-35,0,35.12833614050059
16,-5,0,16.76305461424021
20,36,0,41.182520563948
28,-4,0,28.284271247461902
20,8,0,21.540659228538015
10,26,0,27.85677655436824
1,49,0,49.01020301937138
13,-34,0,36.40054944640259
48,-21,0,52.392747589718944
3,-5,0,5.830951894845301
26,39,0,46.87216658103186
29,4,0,29.274562336608895
5,0,0,5.0
21,44,0,48.75448697299562
36,-19,0,40.70626487409524
12,-29,0,31.38470965295043
24,-7,0,25.0
43,38,0,57.38466694161429
24,12,0,26.832815729997478
43,47,0,63.702433234531945
42,-15,0,44.598206241955516
22,-48,0,52.80151512977634
3,35,0,35.12833614050059
46,-23,0,51.42956348249516
26,-23,0,34.713109915419565
23,19,0,29.832867780352597
7,-25,0,25.96150997149434
8,-10,0,12.806248474865697
2,-44,0,44.04543109109048
23,17,0,28.600699292150182
23,-25,0,33.97057550292606
8,-7,0,10.63014581273465
14,-20,0,24.413111231467404
9,-8,0,12.041594578792296
16,-4,0,16.492422502470642
8,18,0,19.697715603592208
16,42,0,44.94441010848846
23,41,0,47.01063709417264
25,-30,0,39.05124837953327
45,0,0,45.0
38,-10,0,39.293765408777
26,-39,0,46.87216658103186
37,7,0,37.656340767525464
36,-41,0,54.56189146281496
21,7,0,22.135943621178654
20,-24,0,31.240998703626616
7,44,0,44.553338819890925
39,32,0,50.44799302251776
39,17,0,42.5440947723653
7,-26,0,26.92582403567252
28,47,0,54.70831746635972
9,28,0,29.410882339705484
26,2,0,26.076809620810597
29,28,0,40.311288741492746
19,49,0,52.55473337388365
29,11,0,31.016124838541646
14,-8,0,16.1245154965971
16,-48,0,50.59644256269407
17,11,0,20.248456731316587
9,-7,0,11.40175425099138
3,-32,0,32.14031735997639
18,-39,0,42.95346318982906
15,1,0,15.033296378372908
8,3,0,8.54400374531753
10,35,0,36.40054944640259
30,-34,0,45.34313619501854
26,-13,0,29.068883707497267
21,-14,0,25.238858928247925
42,-24,0,48.373546489791295
43,17,0,46.238512086787566
48,44,0,65.11528238439882
47,1,0,47.01063709417264
22,-40,0,45.65084884205331
21,37,0,42.5440947723653
22,35,0,41.340053217188775
36,-34,0,49.51767361255979
29,5,0,29.427877939124322
1,-50,0,50.00999900019995
5,-47,0,47.265209192385896
24,-28,0,36.87817782917155
7,-30,0,30.805843601498726
2,49,0,49.040799340956916
21,-12,0,24.186773244895647
30,-12,0,32.31098884280702
4,-48,0,48.16637831516918
32,-32,0,45.254833995939045
43,-18,0,46.61544808322666
45,29,0,53.53503525729669
38,37,0,53.03772242470448
39,43,0,58.05170109479997
6,-19,0,19.924858845171276
10,36,0,37.36308338453881
5,23,0,23.53720459187964
38,-2,0,38.05259518088089
3,-18,0,18.24828759089466
34,44,0,55.60575509783138
25,7,0,25.96150997149434
21,47,0,51.478150704935004
11,41,0,42.44997055358225
4,4,0,5.656854249492381
47,-40,0,61.71709649683789
28,-34,0,44.04543109109048
0,19,0,19.0
9,-18,0,20.12461179749811
23,-13,0,26.419689627245813
13,-21,0,24.698178070456937
17,-31,0,35.35533905932738
31,45,0,54.644304369257
10,-3,0,10.44030650891055
21,13,0,24.698178070456937
24,18,0,30.0
37,-8,0,37.8549864614954
23,26,0,34.713109915419565
8,-13,0,15.264337522473747
19,-34,0,38.948684188300895
2,13,0,13.152946437965905
12,14,0,18.439088914585774
36,3,0,36.124783736376884
30,18,0,34.9857113690718
26,15,0,30.01666203960727
30,10,0,31.622776601683793
6,28,0,28.635642126552707
3,43,0,43.104524124504614
48,-26,0,54.589376255824725
2,-3,0,3.605551275463989
48,-20,0,52.0
30,-26,0,39.698866482558415
41,27,0,49.09175083453431
16,39,0,42.15447781671598
20,47,0,51.07837115648854
27,19,0,33.015148038438355
38,-32,0,49.678969393496885
32,-34,0,46.69047011971501
27,43,0,50.774009099144415
44,-10,0,45.12205669071391
37,-4,0,37.21558813185679
28,-37,0,46.400431032480725
22,48,0,52.80151512977634
47,-22,0,51.894122981316485
47,43,0,63.702433234531945
34,12,0,36.05551275463989
26,4,0,26.30589287593181
12,23,0,25.942243542145693
6,10,0,11.661903789690601
37,-26,0,45.221676218380054
16,25,0,29.68164415931166
18,40,0,43.86342439892262
48,-21,0,52.392747589718944
22,-30,0,37.20215047547655
20,5,0,20.615528128088304
6,-29,0,29.614185789921695
45,-1,0,45.0111097397076
25,8,0,26.248809496813376
43,-38,0,57.38466694161429
29,11,0,31.016124838541646
3,24,0,24.186773244895647
10,-23,0,25.079872407968907
42,-36,0,55.31726674375732
2,17,0,17.11724276862369
12,27,0,29.546573405388315
31,-39,0,49.8196748283246
12,26,0,28.635642126552707
26,-1,0,26.019223662515376
43,-37,0,56.72741841473134
10,-35,0,36.40054944640259
9,16,0,18.35755975068582
16,-30,0,34.0
20,-5,0,20.615528128088304
0,44,0,44.0
5,-12,0,13.0
16,41,0,44.01136216933077
4,-6,0,7.211102550927978
47,-47,0,66.46803743153546
26,35,0,43.60045871318328
0,-7,0,7.0
42,34,0,54.037024344425184
24,1,0,24.020824298928627
12,-37,0,38.897300677553446
29,36,0,46.22769732530488
10,15,0,18.027756377319946
39,-9,0,40.024992192379
47,-41,0,62.369864518050704
1,27,0,27.018512172212592
47,-27,0,54.20332093147061
19,19,0,26.870057685088806
2,15,0,15.132745950421556
30,0,0,30.0
32,48,0,57.688820407423826
47,45,0,65.06919393998976
22,32,0,38.8329756778952
11,-30,0,31.953090617340916
38,-24,0,44.94441010848846
31,-20,0,36.89173349139343
23,41,0,47.01063709417264
3,40,0,40.11234224026316
21,29,0,35.805027579936315
49,42,0,64.53681120105021
35,10,0,36.40054944640259
29,6,0,29.614185789921695
47,25,0,53.23532661682466
