X,Y,Z,ERROR
30,-13,0,0.0001
46,43,0,1.0
10,-27,0,0.0001
19,-33,0,0.0001
10,17,0,0.0001
39,-28,0,1.0
13,-43,0,0.0001
6,7,0,0.0001
32,24,0,0.0001
39,5,0,0.0001
42,4,0,0.0001
1,-7,0,0.0001
16,-32,0,0.0001
15,-35,0,0.0001
17,39,0,0.0001
43,-1,0,0.0001
49,12,0,1.0
2,-23,0,0.0001
44,-33,0,1.0
13,-8,0,0.0001
10,24,0,0.0001
44,-50,0,1.0
34,-50,0,1.0
27,-33,0,0.0001
29,24,0,0.0001
41,17,0,0.0001
28,-28,0,0.0001
46,47,0,1.0
29,10,0,0.0001
36,32,0,1.0
25,-2,0,0.0001
47,39,0,1.0
31,-14,0,0.0001
20,-49,0,1.0
16,-47,0,1.0
25,-4,0,0.0001
25,35,0,0.0001
40,-43,0,1.0
4,1,0,0.0001
9,21,0,0.0001
4,-33,0,0.0001
24,-35,0,0.0001
17,2,0,0.0001
18,-24,0,0.0001
42,20,0,1.0
11,40,0,0.0001
21,2,0,0.0001
39,12,0,0.0001
27,1,0,0.0001
42,-46,0,1.0
13,-3,0,0.0001
13,48,0,1.0
23,-17,0,0.0001
0,-33,0,0.0001
14,-47,0,1.0
22,-23,0,0.0001
48,47,0,1.0
34,-2,0,0.0001
15,-18,0,0.0001
43,-39,0,1.0
38,14,0,0.0001
42,-38,0,1.0
3,36,0,0.0001
38,-16,0,0.0001
47,-24,0,1.0
46,-25,0,1.0
27,28,0,0.0001
19,-28,0,0.0001
16,-35,0,0.0001
7,-9,0,0.0001
30,-27,0,0.0001
7,-12,0,0.0001
45,-15,0,1.0
43,-7,0,0.0001
43,10,0,0.0001
3,34,0,0.0001
25,-19,0,0.0001
47,-26,0,1.0
46,8,0,1.0
30,1,0,0.0001
49,13,0,1.0
20,-13,0,0.0001
49,31,0,1.0
23,-21,0,0.0001
8,27,0,0.0001
29,38,0,1.0
16,-14,0,0.0001
23,41,0,1.0
13,-16,0,0.0001
44,47,0,1.0
35,15,0,0.0001
32,49,0,1.0
19,41,0,1.0
33,-41,0,1.0
2,-14,0,0.0001
13,25,0,0.0001
2,-37,0,0.0001
28,13,0,0.0001
33,-48,0,1.0
13,15,0,0.0001
28,49,0,1.0
44,-33,0,1.0
16,44,0,1.0
24,-7,0,0.0001
23,-50,0,1.0
45,-23,0,1.0
23,25,0,0.0001
34,3,0,0.0001
12,-41,0,0.0001
40,-20,0,0.0001
41,-22,0,1.0
15,48,0,1.0
23,14,0,0.0001
44,-37,0,1.0
20,-21,0,0.0001
11,-50,0,1.0
37,32,0,1.0
34,31,0,1.0
32,-22,0,0.0001
12,39,0,0.0001
16,-11,0,0.0001
34,21,0,0.0001
22,-6,0,0.0001
38,16,0,0.0001
19,30,0,0.0001
25,25,0,0.0001
46,32,0,1.0
3,-44,0,0.0001
17,24,0,0.0001
43,26,0,1.0
1,42,0,0.0001
13,-8,0,0.0001
26,12,0,0.0001
2,47,0,1.0
44,-31,0,1.0
14,-7,0,0.0001
49,27,0,1.0
49,-13,0,1.0
4,35,0,0.0001
17,-42,0,1.0
21,-28,0,0.0001
49,-16,0,1.0
26,-15,0,0.0001
23,-38,0,0.0001
27,41,0,1.0
17,-46,0,1.0
32,11,0,0.0001
24,13,0,0.0001
44,-21,0,1.0
29,-10,0,0.0001
35,-34,0,1.0
21,24,0,0.0001
49,15,0,1.0
38,-32,0,1.0
43,28,0,1.0
6,29,0,0.0001
15,-44,0,1.0
22,34,0,0.0001
21,29,0,0.0001
5,-36,0,0.0001
40,-13,0,0.0001
24,3,0,0.0001
45,18,0,1.0
13,-14,0,0.0001
27,-25,0,0.0001
27,-14,0,0.0001
48,-25,0,1.0
3,-26,0,0.0001
6,-8,0,0.0001
15,38,0,0.0001
3,25,0,0.0001
18,46,0,1.0
31,42,0,1.0
25,28,0,0.0001
27,-16,0,0.0001
22,3,0,0.0001
43,-17,0,1.0
26,8,0,0.0001
17,-27,0,0.0001
43,15,0,1.0
2,-33,0,0.0001
26,-22,0,0.0001
15,0,0,0.0001
23,23,0,0.0001
31,45,0,1.0
38,43,0,1.0
12,-18,0,0.0001
25,48,0,1.0
10,48,0,1.0
6,42,0,0.0001
38,-40,0,1.0
38,25,0,1.0
40,27,0,1.0
38,-21,0,0.0001
22,27,0,0.0001
17,26,0,0.0001
35,-50,0,1.0
45,49,0,1.0
7,16,0,0.0001
14,-1,0,0.0001
21,-20,0,0.0001
3,36,0,0.0001
11,-20,0,0.0001
42,-13,0,0.0001
3,-6,0,0.0001
45,-27,0,1.0
45,-1,0,1.0
26,9,0,0.0001
29,6,0,0.0001
19,23,0,0.0001
43,41,0,1.0
24,-28,0,0.0001
0,-41,0,0.0001
38,-9,0,0.0001
41,-25,0,1.0
45,2,0,1.0
39,-13,0,0.0001
9,44,0,0.0001
22,24,0,0.0001
26,-16,0,0.0001
40,11,0,0.0001
41,-26,0,1.0
30,-23,0,0.0001
4,-4,0,0.0001
13,7,0,0.0001
18,2,0,0.0001
10,-40,0,0.0001
9,17,0,0.0001
13,32,0,0.0001
10,16,0,0.0001
6,-5,0,0.0001
48,-7,0,1.0
4,42,0,0.0001
48,-21,0,1.0
49,-13,0,1.0
44,43,0,1.0
9,-23,0,0.0001
20,-8,0,0.0001
19,-14,0,0.0001
22,5,0,0.0001
43,-7,0,0.0001
25,15,0,0.0001
37,-14,0,0.0001
17,12,0,0.0001
49,15,0,1.0
6,-6,0,0.0001
2,-20,0,0.0001
40,10,0,0.0001
35,26,0,0.0001
45,17,0,1.0
15,-24,0,0.0001
18,-30,0,0.0001
29,-12,0,0.0001
48,-42,0,1.0
15,7,0,0.0001
19,11,0,0.0001
22,-2,0,0.0001
46,36,0,1.0
17,-15,0,0.0001
43,5,0,0.0001
12,-30,0,0.0001
31,46,0,1.0
44,22,0,1.0
34,33,0,1.0
25,5,0,0.0001
30,-16,0,0.0001
13,18,0,0.0001
0,-22,0,0.0001
31,7,0,0.0001
13,20,0,0.0001
29,-26,0,0.0001
16,-9,0,0.0001
49,4,0,1.0
26,7,0,0.0001
3,-17,0,0.0001
26,5,0,0.0001
7,14,0,0.0001
18,28,0,0.0001
46,-13,0,1.0
18,-8,0,0.0001
1,26,0,0.0001
36,-7,0,0.0001
36,-11,0,0.0001
0,-50,0,1.0
11,-42,0,0.0001
27,-41,0,1.0
4,20,0,0.0001
35,-38,0,1.0
44,45,0,1.0
16,21,0,0.0001
23,-16,0,0.0001
21,-21,0,0.0001
6,-27,0,0.0001
37,42,0,1.0
20,20,0,0.0001
46,-48,0,1.0
31,22,0,0.0001
9,-16,0,0.0001
22,3,0,0.0001
5,42,0,0.0001
43,21,0,1.0
43,-30,0,1.0
49,-6,0,1.0
16,-32,0,0.0001
7,-27,0,0.0001
2,-2,0,0.0001
48,-50,0,1.0
32,44,0,1.0
3,-42,0,0.0001
1,5,0,0.0001
14,3,0,0.0001
12,43,0,0.0001
40,-19,0,0.0001
23,-9,0,0.0001
22,48,0,1.0
30,-45,0,1.0
16,40,0,0.0001
28,-24,0,0.0001
19,17,0,0.0001
16,40,0,0.0001
29,46,0,1.0
47,8,0,1.0
34,-9,0,0.0001
14,-9,0,0.0001
30,14,0,0.0001
13,-40,0,0.0001
44,3,0,0.0001
25,6,0,0.0001
11,-19,0,0.0001
26,-39,0,1.0
48,4,0,1.0
34,38,0,1.0
41,-34,0,1.0
12,-20,0,0.0001
6,-26,0,0.0001
8,-20,0,0.0001
12,33,0,0.0001
23,-12,0,0.0001
31,7,0,0.0001
39,-41,0,1.0
30,13,0,0.0001
13,11,0,0.0001
40,-37,0,1.0
7,9,0,0.0001
14,3,0,0.0001
36,32,0,1.0
4,-46,0,1.0
1,-21,0,0.0001
8,46,0,1.0
36,35,0,1.0
2,7,0,0.0001
34,-40,0,1.0
27,1,0,0.0001
12,-1,0,0.0001
22,-9,0,0.0001
44,42,0,1.0
26,2,0,0.0001
41,18,0,0.0001
48,-45,0,1.0
33,5,0,0.0001
48,-19,0,1.0
44,12,0,1.0
8,-41,0,0.0001
4,-32,0,0.0001
15,28,0,0.0001
32,-38,0,1.0
49,-22,0,1.0
10,45,0,1.0
0,47,0,1.0
48,41,0,1.0
9,-22,0,0.0001
26,18,0,0.0001
38,1,0,0.0001
17,23,0,0.0001
4,-49,0,1.0
16,20,0,0.0001
49,29,0,1.0
37,-33,0,1.0
23,11,0,0.0001
41,5,0,0.0001
0,33,0,0.0001
11,-1,0,0.0001
36,-48,0,1.0
6,42,0,0.0001
11,-9,0,0.0001
44,43,0,1.0
9,-11,0,0.0001
13,26,0,0.0001
23,20,0,0.0001
43,19,0,1.0
31,5,0,0.0001
21,-43,0,1.0
49,-2,0,1.0
10,22,0,0.0001
41,-28,0,1.0
6,43,0,0.0001
45,-44,0,1.0
45,-27,0,1.0
14,-36,0,0.0001
26,5,0,0.0001
12,-16,0,0.0001
13,-5,0,0.0001
44,-41,0,1.0
36,-47,0,1.0
9,9,0,0.0001
27,-7,0,0.0001
7,3,0,0.0001
10,-50,0,1.0
21,20,0,0.0001
40,35,0,1.0
29,-7,0,0.0001
12,49,0,1.0
16,-27,0,0.0001
2,-24,0,0.0001
8,-2,0,0.0001
37,2,0,0.0001
6,-8,0,0.0001
44,5,0,0.0001
42,-49,0,1.0
44,31,0,1.0
22,37,0,0.0001
6,-7,0,0.0001
25,17,0,0.0001
42,-7,0,0.0001
47,46,0,1.0
31,18,0,0.0001
42,-4,0,0.0001
30,-45,0,1.0
6,-43,0,0.0001
26,14,0,0.0001
21,44,0,1.0
37,-20,0,0.0001
31,31,0,0.0001
27,29,0,0.0001
39,15,0,0.0001
37,11,0,0.0001
19,28,0,0.0001
35,4,0,0.0001
30,-26,0,0.0001
27,8,0,0.0001
4,-35,0,0.0001
42,-12,0,0.0001
33,-18,0,0.0001
45,-21,0,1.0
49,-46,0,1.0
0,33,0,0.0001
32,17,0,0.0001
46,-3,0,1.0
0,-37,0,0.0001
27,-44,0,1.0
46,-23,0,1.0
41,-26,0,1.0
23,43,0,1.0
26,-13,0,0.0001
15,19,0,0.0001
12,-32,0,0.0001
19,17,0,0.0001
7,-33,0,0.0001
16,-2,0,0.0001
38,-9,0,0.0001
43,25,0,1.0
48,-29,0,1.0
12,33,0,0.0001
34,28,0,0.0001
22,42,0,1.0
36,14,0,0.0001
28,-9,0,0.0001
22,-42,0,1.0
8,38,0,0.0001
33,-39,0,1.0
23,-50,0,1.0
34,8,0,0.0001
46,-46,0,1.0
11,-28,0,0.0001
3,2,0,0.0001
22,-28,0,0.0001
10,49,0,1.0
29,-35,0,1.0
9,-10,0,0.0001
28,32,0,0.0001
43,-38,0,1.0
24,-14,0,0.0001
40,-46,0,1.0
29,-14,0,0.0001
5,42,0,0.0001
18,-5,0,0.0001
31,-39,0,1.0
8,-48,0,1.0
18,-12,0,0.0001
10,37,0,0.0001
14,-25,0,0.0001
41,-39,0,1.0
30,-1,0,0.0001
27,-2,0,0.0001
20,23,0,0.0001
44,37,0,1.0
20,30,0,0.0001
9,15,0,0.0001
19,1,0,0.0001
47,5,0,1.0
1,-23,0,0.0001
3,44,0,0.0001
21,-22,0,0.0001
42,26,0,1.0
0,35,0,0.0001
41,-41,0,1.0
29,-7,0,0.0001
